Epoch,LR,Train_Loss,Train_Seg_Loss,Train_Heatmap_Loss,Train_Seg_IoU,Train_Seg_Precision,Train_Seg_Recall,Train_Seg_F1,Train_Heatmap_IoU,Train_Heatmap_Precision,Train_Heatmap_Recall,Train_Heatmap_F1,Val_Loss,Val_Seg_Loss,Val_Heatmap_Loss,Val_Seg_IoU,Val_Seg_Precision,Val_Seg_Recall,Val_Seg_F1,Val_Heatmap_IoU,Val_Heatmap_Precision,Val_Heatmap_Recall,Val_Heatmap_F1,Val_ARCADE_Polygon_Instance_F1
74,0.00000800,0.506048,0.506048,0.000000,0.398798,0.483810,0.709911,0.538775,,,,,0.491614,0.491614,0.000000,0.407284,0.489448,0.738886,0.553723,,,,,0.329245
75,0.00000160,0.512692,0.512692,0.000000,0.393617,0.475851,0.704649,0.532057,,,,,0.492651,0.492651,0.000000,0.407204,0.490897,0.734682,0.553412,,,,,0.333508
76,0.00000160,0.509723,0.509723,0.000000,0.395021,0.477076,0.708187,0.534049,,,,,0.491746,0.491746,0.000000,0.408194,0.491459,0.735280,0.554234,,,,,0.333533
77,0.00000160,0.508221,0.508221,0.000000,0.395844,0.478221,0.710210,0.535157,,,,,0.490278,0.490278,0.000000,0.405247,0.479968,0.750861,0.551397,,,,,0.330373
78,0.00000160,0.503714,0.503714,0.000000,0.400243,0.482166,0.714899,0.539699,,,,,0.491040,0.491040,0.000000,0.406106,0.483737,0.743864,0.552185,,,,,0.330411
79,0.00000160,0.508489,0.508489,0.000000,0.396956,0.480036,0.705515,0.536214,,,,,0.490913,0.490913,0.000000,0.408189,0.488923,0.738472,0.554157,,,,,0.335557
80,0.00000160,0.512895,0.512895,0.000000,0.392233,0.474521,0.707750,0.530836,,,,,0.491950,0.491950,0.000000,0.408672,0.492567,0.733214,0.554531,,,,,0.337644
81,0.00000032,0.507299,0.507299,0.000000,0.399973,0.482070,0.706377,0.538323,,,,,0.489896,0.489896,0.000000,0.407296,0.485306,0.745937,0.553604,,,,,0.338774
82,0.00000032,0.510005,0.510005,0.000000,0.396717,0.479208,0.709428,0.535462,,,,,0.491655,0.491655,0.000000,0.408246,0.491613,0.735485,0.554495,,,,,0.336669
83,0.00000032,0.506453,0.506453,0.000000,0.398697,0.483707,0.711086,0.538284,,,,,0.492728,0.492728,0.000000,0.407050,0.490397,0.734218,0.553278,,,,,0.336191
84,0.00000032,0.510293,0.510293,0.000000,0.397231,0.482345,0.702797,0.535470,,,,,0.491986,0.491986,0.000000,0.409755,0.495825,0.730159,0.555548,,,,,0.337248
85,0.00000032,0.508397,0.508397,0.000000,0.398992,0.484129,0.703707,0.537072,,,,,0.490268,0.490268,0.000000,0.408009,0.487221,0.742041,0.554087,,,,,0.342193
86,0.00000032,0.512938,0.512938,0.000000,0.392400,0.476236,0.702064,0.530915,,,,,0.493914,0.493914,0.000000,0.408122,0.497600,0.727490,0.554794,,,,,0.342031
87,0.00000006,0.504862,0.504862,0.000000,0.400000,0.484159,0.711443,0.539779,,,,,0.490978,0.490978,0.000000,0.405286,0.480997,0.746653,0.551241,,,,,0.334401
88,0.00000006,0.512921,0.512921,0.000000,0.394098,0.479378,0.701145,0.532681,,,,,0.490302,0.490302,0.000000,0.407290,0.486688,0.744639,0.553665,,,,,0.334651
89,0.00000006,0.500729,0.500729,0.000000,0.404936,0.485046,0.717551,0.544424,,,,,0.490411,0.490411,0.000000,0.408180,0.488248,0.740973,0.554262,,,,,0.332920
90,0.00000006,0.504981,0.504981,0.000000,0.398643,0.482636,0.714685,0.538296,,,,,0.491889,0.491889,0.000000,0.408254,0.491245,0.734905,0.554198,,,,,0.330246
91,0.00000006,0.505616,0.505616,0.000000,0.399736,0.485793,0.710155,0.539388,,,,,0.491036,0.491036,0.000000,0.407977,0.489184,0.738543,0.554101,,,,,0.337540
92,0.00000006,0.501941,0.501941,0.000000,0.402479,0.489416,0.714213,0.543818,,,,,0.491678,0.491678,0.000000,0.406425,0.486000,0.741612,0.552615,,,,,0.334995
93,0.00000001,0.504440,0.504440,0.000000,0.401127,0.485831,0.712404,0.541268,,,,,0.490945,0.490945,0.000000,0.408608,0.492419,0.736601,0.555013,,,,,0.335985
94,0.00000001,0.504043,0.504043,0.000000,0.400116,0.484062,0.713461,0.540141,,,,,0.492101,0.492101,0.000000,0.409839,0.496541,0.729075,0.555933,,,,,0.342798
95,0.00000001,0.503145,0.503145,0.000000,0.404819,0.489602,0.704184,0.543726,,,,,0.492628,0.492628,0.000000,0.408216,0.492517,0.731835,0.554180,,,,,0.340550
96,0.00000001,0.508624,0.508624,0.000000,0.395613,0.478522,0.707671,0.535117,,,,,0.491902,0.491902,0.000000,0.408564,0.493190,0.733452,0.554724,,,,,0.335252
97,0.00000001,0.506758,0.506758,0.000000,0.399194,0.484317,0.706110,0.538583,,,,,0.492241,0.492241,0.000000,0.409104,0.494654,0.730555,0.555152,,,,,0.337632
98,0.00000001,0.507377,0.507377,0.000000,0.396240,0.477838,0.710629,0.535779,,,,,0.490553,0.490553,0.000000,0.407770,0.487878,0.741131,0.553893,,,,,0.332295
